#Z�hlrohrwinkel	Rate bei 35kV 2*theta/�	R(35kV)/Imp/s
26.0	41.0
26.1	41.0
26.2	44.0
26.3	43.0
26.4	47.0
26.5	47.0
26.6	53.0
26.7	56.0
26.8	68.0
26.9	75.0
27.0	73.0
27.1	83.0
27.2	91.0
27.3	102.0
27.4	110.0
27.5	122.0
27.6	118.0
27.7	133.0
27.8	140.0
27.9	150.0
28.0	158.0
28.1	156.0
28.2	158.0
28.3	165.0
28.4	168.0
28.5	169.0
28.6	156.0
28.7	148.0
28.8	137.0
28.9	125.0
29.0	119.0
29.1	110.0
29.2	105.0
29.3	91.0
29.4	86.0
29.5	69.0
29.6	66.0
29.7	53.0
29.8	43.0
29.9	40.0
30.0	40.0
