#Z�hlrohrwinkel	Rate bei 35kV2*theta/�	R(35kV)/Imp/s
18.0	35.0
18.2	36.0
18.4	35.0
18.6	33.0
18.7	37.0
19.0	34.0
19.2	31.0
19.4	31.0
19.6	33.0
19.7	34.0
20.0	32.0
20.2	33.0
20.4	33.0
20.6	32.0
20.8	33.0
21.0	43.0
21.2	63.0
21.4	82.0
21.6	96.0
21.8	109.0
22.0	103.0
22.2	104.0
22.4	101.0
22.6	97.0
22.8	98.0
23.0	94.0
23.2	94.0
23.4	90.0
23.6	93.0
23.8	90.0
24.0	88.0
24.2	88.0
24.4	84.0
24.6	80.0
24.8	82.0
25.0	79.0
25.2	75.0
25.4	71.0
25.6	69.0
25.8	63.0
26.0	61.0
